tf,target,confidence
CTCF,hsa-miR-555,Low
CTCF,ADNP,Low
CTCF,hsa-miR-553,Low
CTCF,ADRA2A,Low
CTCF,hsa-miR-551a,Low
CTCF,ADRA2B,Low
CTCF,hsa-miR-550b-3p,Low
CTCF,ADRA2C,Low
CTCF,hsa-miR-550b-2-5p,Low
CTCF,ADORA2A,Low
CTCF,hsa-miR-550a-5p,Low
CTCF,ADPRHL2,Low
CTCF,hsa-miR-550a-3p,Low
CTCF,ADORA2B,Low
CTCF,hsa-miR-550a-3-5p,Low
CTCF,ADPRHL1,Low
CTCF,hsa-miR-549,Low
CTCF,ACTL8,Low
CTCF,hsa-miR-548z,Low
CTCF,ADAMTS1,Low
CTCF,hsa-miR-548y,Low
CTCF,ADAP1,Low
CTCF,hsa-miR-548x-5p,Low
CTCF,ADCK5,Low
CTCF,hsa-miR-548x-3p,Low
CTCF,ADAMTS6,Low
CTCF,hsa-miR-548w,Low
CTCF,ADAMTSL2,Low
CTCF,hsa-miR-548v,Low
CTCF,ADAMTSL5,Low
CTCF,hsa-miR-548s,Low
CTCF,ADAMTS7,Low
CTCF,hsa-miR-548q,Low
CTCF,ADAMTS8,Low
CTCF,hsa-miR-548p,Low
CTCF,ACTN3,Low
CTCF,hsa-miR-548k,Low
CTCF,ACVRL1,Low
CTCF,hsa-miR-548j,Low
CTCF,ADAM11,Low
CTCF,hsa-miR-548i,Low
CTCF,ADAM17,Low
CTCF,hsa-miR-548h-5p,Low
CTCF,ACTR3C,Low
CTCF,hsa-miR-548h-3p,Low
CTCF,ACVR2B,Low
CTCF,hsa-miR-548f,Low
CTCF,ACVR1,Low
CTCF,hsa-miR-548d-5p,Low
CTCF,ACVR1C,Low
CTCF,hsa-miR-548d-3p,Low
CTCF,ACAD9,Low
CTCF,hsa-miR-548c-5p,Low
CTCF,ACADVL,Low
CTCF,hsa-miR-548c-3p,Low
CTCF,ACAT1,Low
CTCF,hsa-miR-548ax,Low
CTCF,CDH4,Low
CTCF,hsa-miR-548au-5p,Low
CTCF,ACOX3,Low
CTCF,hsa-miR-548au-3p,Low
CTCF,CDS2,Low
CTCF,hsa-miR-548at-5p,Low
CTCF,ACP2,Low
CTCF,hsa-miR-548at-3p,Low
CTCF,CCNL1,Low
CTCF,hsa-miR-548ar-5p,Low
CTCF,ACPL2,Low
CTCF,hsa-miR-548ar-3p,Low
CTCF,ACSF3,Low
CTCF,hsa-miR-548aq-5p,Low
CTCF,ACBD4,Low
CTCF,hsa-miR-548aq-3p,Low
CTCF,ACER2,Low
CTCF,hsa-miR-548ap-5p,Low
CTCF,CECR1,Low
CTCF,hsa-miR-548ap-3p,Low
CTCF,ACOT12,Low
CTCF,hsa-miR-548an,Low
CTCF,ACOT7,Low
CTCF,hsa-miR-548al,Low
CTCF,ACBD5,Low
CTCF,hsa-miR-548aj-5p,Low
CTCF,CPA3,Low
CTCF,hsa-miR-548aj-3p,Low
CTCF,ACBD6,Low
CTCF,hsa-miR-548ai,Low
CTCF,ACBD7,Low
CTCF,hsa-miR-548ag,Low
CTCF,CDH8,Low
CTCF,hsa-miR-548ae,Low
CTCF,CDK9,Low
CTCF,hsa-miR-548aa,Low
CTCF,CDKN2D,Low
CTCF,hsa-miR-548a-3p,Low
CTCF,CDS1,Low
CTCF,hsa-miR-545-5p,Low
CTCF,CDKL4,Low
CTCF,hsa-miR-545-3p,Low
CTCF,CDKN2AIPNL,Low
CTCF,hsa-miR-544b,Low
CTCF,CDKN2B,Low
CTCF,hsa-miR-544a,Low
CTCF,CDKN1C,Low
CTCF,hsa-miR-543,Low
CTCF,CDKN2A,Low
CTCF,hsa-miR-542-5p,Low
CTCF,CDIPT,Low
CTCF,hsa-miR-542-3p,Low
CTCF,CDK3,Low
CTCF,hsa-miR-541-5p,Low
CTCF,CDK5R1,Low
CTCF,hsa-miR-541-3p,Low
CTCF,CDK6,Low
CTCF,hsa-miR-539-5p,Low
CTCF,CDK11A,Low
CTCF,hsa-miR-539-3p,Low
CTCF,CDK17,Low
CTCF,hsa-miR-527,Low
CTCF,CDK11B,Low
CTCF,hsa-miR-526b-5p,Low
CTCF,CDK14,Low
CTCF,hsa-miR-526b-3p,Low
CTCF,CCNL2,Low
CTCF,hsa-miR-526a,Low
CTCF,CD40,Low
CTCF,hsa-miR-525-5p,Low
CTCF,CDH24,Low
CTCF,hsa-miR-525-3p,Low
CTCF,CDC14B,Low
CTCF,hsa-miR-523-5p,Low
CTCF,CDC42EP5,Low
CTCF,hsa-miR-523-3p,Low
CTCF,CDH22,Low
CTCF,hsa-miR-522-5p,Low
CTCF,CDH23,Low
CTCF,hsa-miR-522-3p,Low
CTCF,CDCA5,Low
CTCF,hsa-miR-521,Low
CTCF,CDH15,Low
CTCF,hsa-miR-520f,Low
CTCF,CD55,Low
CTCF,hsa-miR-520e,Low
CTCF,CD82,Low
CTCF,hsa-miR-520c-5p,Low
CTCF,CDADC1,Low
CTCF,hsa-miR-520c-3p,Low
CTCF,CD9,Low
CTCF,hsa-miR-520b,Low
CTCF,CDA,Low
CTCF,hsa-miR-520a-5p,Low
CTCF,CD6,Low
CTCF,hsa-miR-520a-3p,Low
CTCF,CD80,Low
CTCF,hsa-miR-519e-5p,Low
CTCF,CD7,Low
CTCF,hsa-miR-519e-3p,Low
CTCF,CD79A,Low
CTCF,hsa-miR-519c-5p,Low
CTCF,CCR1,Low
CTCF,hsa-miR-519c-3p,Low
CTCF,CD164,Low
CTCF,hsa-miR-519b-5p,Low
CTCF,CD38,Low
CTCF,hsa-miR-519b-3p,Low
CTCF,CD3EAP,Low
CTCF,hsa-miR-519a-5p,Low
CTCF,CD200R1,Low
CTCF,hsa-miR-519a-3p,Low
CTCF,CD2BP2,Low
CTCF,hsa-miR-5194,Low
CTCF,CD300LB,Low
CTCF,hsa-miR-5193,Low
CTCF,CD22,Low
CTCF,hsa-miR-5192,Low
CTCF,CD276,Low
CTCF,hsa-miR-5190,Low
CTCF,CCR10,Low
CTCF,hsa-miR-518f-5p,Low
CTCF,CCZ1,Low
CTCF,hsa-miR-518f-3p,Low
CTCF,CCZ1B,Low
CTCF,hsa-miR-518e-5p,Low
CTCF,CD14,Low
CTCF,hsa-miR-518e-3p,Low
CTCF,CCR4,Low
CTCF,hsa-miR-518b,Low
CTCF,CCT2,Low
CTCF,hsa-miR-518a-5p,Low
CTCF,CCR6,Low
CTCF,hsa-miR-518a-3p,Low
CTCF,CCS,Low
CTCF,hsa-miR-5188,Low
CTCF,C17orf100,Low
CTCF,hsa-miR-5187-5p,Low
CTCF,C20orf27,Low
CTCF,hsa-miR-5187-3p,Low
CTCF,CCDC82,Low
CTCF,hsa-miR-517c-3p,Low
CTCF,CACNA1S,Low
CTCF,hsa-miR-517-5p,Low
CTCF,CCL8,Low
CTCF,hsa-miR-516b-5p,Low
CTCF,CBX4,Low
CTCF,hsa-miR-516b-3p,Low
CTCF,CPEB3,Low
CTCF,hsa-miR-516a-5p,Low
CTCF,CCDC83,Low
CTCF,hsa-miR-516a-3p,Low
CTCF,CCDC97,Low
CTCF,hsa-miR-515-5p,Low
CTCF,CCL20,Low
CTCF,hsa-miR-515-3p,Low
CTCF,CCHCR1,Low
CTCF,hsa-miR-513a-5p,Low
CTCF,CCIN,Low
CTCF,hsa-miR-513a-3p,Low
CTCF,CCDC85A,Low
CTCF,hsa-miR-511,Low
CTCF,CCDC88B,Low
CTCF,hsa-miR-510,Low
CTCF,CCDC88C,Low
CTCF,hsa-miR-5095,Low
CTCF,CCDC85B,Low
CTCF,hsa-miR-5091,Low
CTCF,CCDC87,Low
CTCF,hsa-miR-5090,Low
CTCF,CC2D1A,Low
CTCF,hsa-miR-509-5p,Low
CTCF,CCDC37,Low
CTCF,hsa-miR-509-3p,Low
CTCF,CCDC7,Low
CTCF,hsa-miR-509-3-5p,Low
CTCF,CCDC71L,Low
CTCF,hsa-miR-5088,Low
CTCF,CCDC81,Low
CTCF,hsa-miR-507,Low
CTCF,CCDC38,Low
CTCF,hsa-miR-506-5p,Low
CTCF,CCDC59,Low
CTCF,hsa-miR-506-3p,Low
CTCF,CCDC6,Low
CTCF,hsa-miR-504,Low
CTCF,CCDC42,Low
CTCF,hsa-miR-5011-5p,Low
CTCF,CCDC51,Low
CTCF,hsa-miR-5011-3p,Low
CTCF,CCDC11,Low
CTCF,hsa-miR-501-5p,Low
CTCF,CCDC153,Low
CTCF,hsa-miR-501-3p,Low
CTCF,CCDC24,Low
CTCF,hsa-miR-500a-5p,Low
CTCF,CCDC171,Low
CTCF,hsa-miR-500a-3p,Low
CTCF,CCDC18,Low
CTCF,hsa-miR-5009-5p,Low
CTCF,CCDC111,Low
CTCF,hsa-miR-5009-3p,Low
CTCF,CCDC142,Low
CTCF,hsa-miR-5008-5p,Low
CTCF,CCDC116,Low
CTCF,hsa-miR-5008-3p,Low
CTCF,CCDC13-AS1,Low
CTCF,hsa-miR-5007-5p,Low
CTCF,CACNA2D3-AS1,Low
CTCF,hsa-miR-5007-3p,Low
CTCF,CAPRIN2,Low
CTCF,hsa-miR-5006-5p,Low
CTCF,CATSPER4,Low
CTCF,hsa-miR-5006-3p,Low
CTCF,CBS,Low
CTCF,hsa-miR-5004-5p,Low
CTCF,CBL,Low
CTCF,hsa-miR-5004-3p,Low
CTCF,CBLN2,Low
CTCF,hsa-miR-5001-5p,Low
CTCF,CBLN3,Low
CTCF,hsa-miR-5001-3p,Low
CTCF,CBLL1,Low
CTCF,hsa-miR-499a-5p,Low
CTCF,CBLN1,Low
CTCF,hsa-miR-499a-3p,Low
CTCF,CAPSL,Low
CTCF,hsa-miR-497-5p,Low
CTCF,CASK,Low
CTCF,hsa-miR-4739,Low
CTCF,CASP7,Low
CTCF,hsa-miR-497-3p,Low
CTCF,CASKIN2,Low
CTCF,hsa-miR-496,Low
CTCF,CASP6,Low
CTCF,hsa-miR-495,Low
CTCF,CARD8,Low
CTCF,hsa-miR-493-5p,Low
CTCF,CASC5,Low
CTCF,hsa-miR-493-3p,Low
CTCF,CARD9,Low
CTCF,hsa-miR-492,Low
CTCF,CARM1,Low
CTCF,hsa-miR-491-5p,Low
CTCF,CACNB3,Low
CTCF,hsa-miR-491-3p,Low
CTCF,CAMSAP1,Low
CTCF,hsa-miR-488-5p,Low
CTCF,CAPN8,Low
CTCF,hsa-miR-488-3p,Low
CTCF,CAPN9,Low
CTCF,hsa-miR-487a,Low
CTCF,CAMTA2,Low
CTCF,hsa-miR-486-5p,Low
CTCF,CAPN5,Low
CTCF,hsa-miR-486-3p,Low
CTCF,CAPN7,Low
CTCF,hsa-miR-485-5p,Low
CTCF,CAPN11,Low
CTCF,hsa-miR-485-3p,Low
CTCF,CAPN2,Low
CTCF,hsa-miR-484,Low
CTCF,CADM1,Low
CTCF,hsa-miR-483-5p,Low
CTCF,CAMK1D,Low
CTCF,hsa-miR-483-3p,Low
CTCF,CAMK2B,Low
CTCF,hsa-miR-4804-5p,Low
CTCF,CAMLG,Low
CTCF,hsa-miR-4804-3p,Low
CTCF,CAGE1,Low
CTCF,hsa-miR-4803,Low
CTCF,CALML4,Low
CTCF,hsa-miR-4802-5p,Low
CTCF,CALCRL,Low
CTCF,hsa-miR-4802-3p,Low
CTCF,CALHM3,Low
CTCF,hsa-miR-4801,Low
CTCF,C21orf128,Low
CTCF,hsa-miR-4800-5p,Low
CTCF,C6orf228,Low
CTCF,hsa-miR-4800-3p,Low
CTCF,C8orf82,Low
CTCF,hsa-miR-4799-5p,Low
CTCF,CABLES1,Low
CTCF,hsa-miR-4799-3p,Low
CTCF,CABLES2,Low
CTCF,hsa-miR-4793-5p,Low
CTCF,CACNA1E,Low
CTCF,hsa-miR-4793-3p,Low
CTCF,CABP1,Low
CTCF,hsa-miR-4792,Low
CTCF,CABP4,Low
CTCF,hsa-miR-4790-5p,Low
CTCF,C8orf86,Low
CTCF,hsa-miR-4790-3p,Low
CTCF,C9orf80,Low
CTCF,hsa-miR-4788,Low
CTCF,CAB39,Low
CTCF,hsa-miR-4787-5p,Low
CTCF,CA14,Low
CTCF,hsa-miR-4787-3p,Low
CTCF,CA2,Low
CTCF,hsa-miR-4786-5p,Low
CTCF,C9orf117,Low
CTCF,hsa-miR-4786-3p,Low
CTCF,C9orf50,Low
CTCF,hsa-miR-4784,Low
CTCF,C9orf69,Low
CTCF,hsa-miR-4783-5p,Low
CTCF,C9orf139,Low
CTCF,hsa-miR-4783-3p,Low
CTCF,C9orf172,Low
CTCF,hsa-miR-4782-5p,Low
CTCF,C6orf7,Low
CTCF,hsa-miR-4782-3p,Low
CTCF,C7orf61,Low
CTCF,hsa-miR-4779,Low
CTCF,C8orf73,Low
CTCF,hsa-miR-4774-5p,Low
CTCF,C8orf80,Low
CTCF,hsa-miR-4774-3p,Low
CTCF,C7orf69,Low
CTCF,hsa-miR-4773,Low
CTCF,C8B,Low
CTCF,hsa-miR-4772-5p,Low
CTCF,C8G,Low
CTCF,hsa-miR-4772-3p,Low
CTCF,C7orf72,Low
CTCF,hsa-miR-4771,Low
CTCF,C7orf73,Low
CTCF,hsa-miR-4770,Low
CTCF,C6orf72,Low
CTCF,hsa-miR-4765,Low
CTCF,C7orf49,Low
CTCF,hsa-miR-4764-5p,Low
CTCF,C7orf53,Low
CTCF,hsa-miR-4764-3p,Low
CTCF,C7orf58,Low
CTCF,hsa-miR-4762-5p,Low
CTCF,C6orf89,Low
CTCF,hsa-miR-4762-3p,Low
CTCF,C7orf31,Low
CTCF,hsa-miR-4761-5p,Low
CTCF,C7,Low
CTCF,hsa-miR-4761-3p,Low
CTCF,C7orf26,Low
CTCF,hsa-miR-4760-5p,Low
CTCF,C21orf49,Low
CTCF,hsa-miR-4760-3p,Low
CTCF,C3orf67,Low
CTCF,hsa-miR-4758-5p,Low
CTCF,C6orf225,Low
CTCF,hsa-miR-4758-3p,Low
CTCF,C5orf65,Low
CTCF,hsa-miR-4755-5p,Low
CTCF,C6orf120,Low
CTCF,hsa-miR-4755-3p,Low
CTCF,C6orf195,Low
CTCF,hsa-miR-4754,Low
CTCF,C6orf203,Low
CTCF,hsa-miR-4751,Low
CTCF,C6orf141,Low
CTCF,hsa-miR-4749-5p,Low
CTCF,C6orf164,Low
CTCF,hsa-miR-4749-3p,Low
CTCF,C3orf75,Low
CTCF,hsa-miR-4746-5p,Low
CTCF,C5orf22,Low
CTCF,hsa-miR-4746-3p,Low
CTCF,C5orf62,Low
CTCF,hsa-miR-4745-5p,Low
CTCF,C5orf28,Low
CTCF,hsa-miR-4745-3p,Low
CTCF,C5orf52,Low
CTCF,hsa-miR-4744,Low
CTCF,C3orf80,Low
CTCF,hsa-miR-4743,Low
CTCF,C5AR1,Low
CTCF,hsa-miR-4741,Low
CTCF,C4orf36,Low
CTCF,hsa-miR-4740-5p,Low
CTCF,C4orf37,Low
CTCF,hsa-miR-4740-3p,Low
CTCF,C21orf58,Low
CTCF,hsa-miR-4736,Low
CTCF,C2orf89,Low
CTCF,hsa-miR-4733-5p,Low
CTCF,C3orf45,Low
CTCF,hsa-miR-4733-3p,Low
CTCF,C3orf55,Low
CTCF,hsa-miR-4732-5p,Low
CTCF,C3orf19,Low
CTCF,hsa-miR-4732-3p,Low
CTCF,C3orf33,Low
CTCF,hsa-miR-4731-5p,Low
CTCF,C3orf43,Low
CTCF,hsa-miR-4731-3p,Low
CTCF,C3orf20,Low
CTCF,hsa-miR-4730,Low
CTCF,C3orf30,Low
CTCF,hsa-miR-4729,Low
CTCF,C22orf23,Low
CTCF,hsa-miR-4728-5p,Low
CTCF,C2orf50,Low
CTCF,hsa-miR-4728-3p,Low
CTCF,C2orf65,Low
CTCF,hsa-miR-4727-5p,Low
CTCF,C2orf82,Low
CTCF,hsa-miR-4727-3p,Low
CTCF,C22orf24,Low
CTCF,hsa-miR-4726-5p,Low
CTCF,C2orf48,Low
CTCF,hsa-miR-4726-3p,Low
CTCF,C2CD2,Low
CTCF,hsa-miR-4725-5p,Low
CTCF,C2orf27B,Low
CTCF,hsa-miR-4725-3p,Low
CTCF,C17orf107,Low
CTCF,hsa-miR-4722-5p,Low
CTCF,C17orf108,Low
CTCF,hsa-miR-4722-3p,Low
CTCF,C19orf42,Low
CTCF,hsa-miR-4721,Low
CTCF,C1orf174,Low
CTCF,hsa-miR-4720-5p,Low
CTCF,C20orf203,Low
CTCF,hsa-miR-4720-3p,Low
CTCF,C20orf24,Low
CTCF,hsa-miR-4719,Low
CTCF,CPNE1,Low
CTCF,hsa-miR-4715-5p,Low
CTCF,CXorf58,Low
CTCF,hsa-miR-4715-3p,Low
CTCF,C1orf201,Low
CTCF,hsa-miR-4714-5p,Low
CTCF,C1orf35,Low
CTCF,hsa-miR-4714-3p,Low
CTCF,C1orf94,Low
CTCF,hsa-miR-4712-5p,Low
CTCF,C1orf52,Low
CTCF,hsa-miR-4712-3p,Low
CTCF,C1orf86,Low
CTCF,hsa-miR-4711-5p,Low
CTCF,C1orf63,Low
CTCF,hsa-miR-4711-3p,Low
CTCF,C1orf212,Low
CTCF,hsa-miR-4709-5p,Low
CTCF,C1orf233,Low
CTCF,hsa-miR-4709-3p,Low
CTCF,C1orf27,Low
CTCF,hsa-miR-4708-5p,Low
CTCF,C1orf213,Low
CTCF,hsa-miR-4708-3p,Low
CTCF,C1orf220,Low
CTCF,hsa-miR-4707-5p,Low
CTCF,C19orf60,Low
CTCF,hsa-miR-4707-3p,Low
CTCF,C1QTNF9B,Low
CTCF,hsa-miR-4706,Low
CTCF,C1orf126,Low
CTCF,hsa-miR-4704-5p,Low
CTCF,C1orf168,Low
CTCF,hsa-miR-4704-3p,Low
CTCF,C1QTNF9B-AS1,Low
CTCF,hsa-miR-4703-5p,Low
CTCF,C1orf106,Low
CTCF,hsa-miR-4703-3p,Low
CTCF,C1orf124,Low
CTCF,hsa-miR-4700-5p,Low
CTCF,C1R,Low
CTCF,hsa-miR-4700-3p,Low
CTCF,C1RL,Low
CTCF,hsa-miR-4699-5p,Low
CTCF,C19orf76,Low
CTCF,hsa-miR-4699-3p,Low
CTCF,C1QL3,Low
CTCF,hsa-miR-4698,Low
CTCF,C1QTNF8,Low
CTCF,hsa-miR-4697-5p,Low
CTCF,C1QL4,Low
CTCF,hsa-miR-4697-3p,Low
CTCF,C1QTNF1,Low
CTCF,hsa-miR-4696,Low
CTCF,C19orf77,Low
CTCF,hsa-miR-4695-5p,Low
CTCF,C1QL2,Low
CTCF,hsa-miR-4695-3p,Low
CTCF,C19orf81,Low
CTCF,hsa-miR-4694-5p,Low
CTCF,C1QBP,Low
CTCF,hsa-miR-4694-3p,Low
CTCF,C17orf109,Low
CTCF,hsa-miR-4693-5p,Low
CTCF,C17orf56,Low
CTCF,hsa-miR-4693-3p,Low
CTCF,C18orf54,Low
CTCF,hsa-miR-4692,Low
CTCF,C18orf8,Low
CTCF,hsa-miR-4687-5p,Low
CTCF,C19orf29-AS1,Low
CTCF,hsa-miR-4687-3p,Low
CTCF,CXorf66,Low
CTCF,hsa-miR-4686,Low
CTCF,C19orf12,Low
CTCF,hsa-miR-4685-5p,Low
CTCF,C19orf26,Low
CTCF,hsa-miR-4685-3p,Low
CTCF,C17orf59,Low
CTCF,hsa-miR-4684-5p,Low
CTCF,C17orf82,Low
CTCF,hsa-miR-4684-3p,Low
CTCF,C18orf25,Low
CTCF,hsa-miR-4683,Low
CTCF,C17orf85,Low
CTCF,hsa-miR-4681,Low
CTCF,C17orf97,Low
CTCF,hsa-miR-4680-5p,Low
CTCF,C17orf62,Low
CTCF,hsa-let-7a-3p,Low
CTCF,C17orf81,Low
CTCF,hsa-miR-4680-3p,Low
CTCF,C17orf64,Low
CTCF,hsa-miR-4679,Low
CTCF,C17orf79,Low
CTCF,hsa-miR-4677-5p,Low
CTCF,C17orf49,Low
CTCF,hsa-let-7a-5p,Low
CTCF,CYB561D1,Low
CTCF,hsa-miR-4677-3p,Low
CTCF,CYP21A2,Low
CTCF,hsa-miR-4676-5p,Low
CTCF,DAAM2,Low
CTCF,hsa-miR-4676-3p,Low
CTCF,CYP26A1,Low
CTCF,hsa-let-7e-5p,Low
CTCF,CYR61,Low
CTCF,hsa-miR-4675,Low
CTCF,CYSTM1,Low
CTCF,hsa-miR-4674,Low
CTCF,CYP26B1,Low
CTCF,hsa-miR-4673,Low
CTCF,CYP46A1,Low
CTCF,hsa-miR-4672,Low
CTCF,CYB561D2,Low
CTCF,hsa-miR-4670-5p,Low
CTCF,CYMP,Low
CTCF,hsa-miR-4670-3p,Low
CTCF,CYP1B1,Low
CTCF,hsa-miR-4667-5p,Low
CTCF,CYP21A1P,Low
CTCF,hsa-miR-101-5p,Low
CTCF,CYB5R1,Low
CTCF,hsa-miR-4667-3p,Low
CTCF,CYFIP2,Low
CTCF,hsa-miR-4666a-5p,Low
CTCF,CYB5R4,Low
CTCF,hsa-miR-4666a-3p,Low
CTCF,CYC1,Low
CTCF,hsa-miR-106a-3p,Low
CTCF,CPNE2,Low
CTCF,hsa-miR-4664-5p,Low
CTCF,CTF1,Low
CTCF,hsa-miR-4664-3p,Low
CTCF,CXCL12,Low
CTCF,hsa-miR-4663,Low
CTCF,CSK,Low
CTCF,hsa-miR-10a-5p,Low
CTCF,CXCR3,Low
CTCF,hsa-miR-4662b,Low
CTCF,CXCR6,Low
CTCF,hsa-miR-4662a-5p,Low
CTCF,CXCL2,Low
CTCF,hsa-miR-4662a-3p,Low
CTCF,CXCL3,Low
CTCF,hsa-miR-4661-5p,Low
CTCF,CTNNA1,Low
CTCF,hsa-miR-4661-3p,Low
CTCF,CUL5,Low
CTCF,hsa-miR-4660,Low
CTCF,CXCL11,Low
CTCF,hsa-miR-466,Low
CTCF,CUTA,Low
CTCF,hsa-miR-1208,Low
CTCF,CX3CL1,Low
CTCF,hsa-miR-4659b-5p,Low
CTCF,CTNND1,Low
CTCF,hsa-miR-4659b-3p,Low
CTCF,CTU1,Low
CTCF,hsa-miR-4658,Low
CTCF,CTXN1,Low
CTCF,hsa-miR-1226-5p,Low
CTCF,CTSA,Low
CTCF,hsa-miR-4657,Low
CTCF,CTSL3,Low
CTCF,hsa-miR-4656,Low
CTCF,CSMD1,Low
CTCF,hsa-miR-4653-5p,Low
CTCF,CTDSPL2,Low
CTCF,hsa-miR-1233,Low
CTCF,CT45A3,Low
CTCF,hsa-miR-4653-3p,Low
CTCF,CT45A4,Low
CTCF,hsa-miR-4652-5p,Low
CTCF,CTAGE4,Low
CTCF,hsa-miR-4652-3p,Low
CTCF,CTCF,Low
CTCF,hsa-miR-4651,Low
CTCF,CT45A5,Low
CTCF,hsa-miR-4650-5p,Low
CTCF,CT45A6,Low
CTCF,hsa-miR-4650-3p,Low
CTCF,CSMD3,Low
CTCF,hsa-miR-4648,Low
CTCF,CST9,Low
CTCF,hsa-miR-1247-3p,Low
CTCF,CT45A1,Low
CTCF,hsa-miR-4647,Low
CTCF,CT45A2,Low
CTCF,hsa-miR-4646-5p,Low
CTCF,CSNK1G1,Low
CTCF,hsa-miR-4646-3p,Low
CTCF,CSPP1,Low
CTCF,hsa-miR-1254,Low
CTCF,CSNK2A2,Low
CTCF,hsa-miR-4645-5p,Low
CTCF,CSNK2B,Low
CTCF,hsa-miR-4645-3p,Low
CTCF,CPNE3,Low
CTCF,hsa-miR-4644,Low
CTCF,CRYZ,Low
CTCF,hsa-miR-125a-5p,Low
CTCF,CRHBP,Low
CTCF,hsa-miR-4642,Low
CTCF,CS,Low
CTCF,hsa-miR-4640-5p,Low
CTCF,CSF3R,Low
CTCF,hsa-miR-4640-3p,Low
CTCF,CSH1,Low
CTCF,hsa-miR-4639-5p,Low
CTCF,CSDE1,Low
CTCF,hsa-miR-4639-3p,Low
CTCF,CSF3,Low
CTCF,hsa-miR-4637,Low
CTCF,CRHR1,Low
CTCF,hsa-miR-4636,Low
CTCF,CRY2,Low
CTCF,hsa-miR-1269a,Low
CTCF,CRYGB,Low
CTCF,hsa-miR-4635,Low
CTCF,CRYBA1,Low
CTCF,hsa-miR-4633-5p,Low
CTCF,CRYBB2P1,Low
CTCF,hsa-miR-4633-3p,Low
CTCF,CRIM1,Low
CTCF,hsa-miR-1271-3p,Low
CTCF,CRNDE,Low
CTCF,hsa-miR-4632,Low
CTCF,CRIP2,Low
CTCF,hsa-miR-4540,Low
CTCF,CRLF3,Low
CTCF,hsa-miR-454-5p,Low
CTCF,CPNE4,Low
CTCF,hsa-miR-1273d,Low
CTCF,CRBN,Low
CTCF,hsa-miR-454-3p,Low
CTCF,CRELD1,Low
CTCF,hsa-miR-4538,Low
CTCF,CREM,Low
CTCF,hsa-miR-4537,Low
CTCF,CREB3,Low
CTCF,hsa-miR-4536-5p,Low
CTCF,CREBZF,Low
CTCF,hsa-miR-4536-3p,Low
CTCF,CREG1,Low
CTCF,hsa-miR-4535,Low
CTCF,CREB3L1,Low
CTCF,hsa-miR-4534,Low
CTCF,CREB5,Low
CTCF,hsa-miR-1281,Low
CTCF,CPNE7,Low
CTCF,hsa-miR-4533,Low
CTCF,CRABP2,Low
CTCF,hsa-miR-4532,Low
CTCF,CRB2,Low
CTCF,hsa-miR-4531,Low
CTCF,CRB3,Low
CTCF,hsa-miR-1285-3p,Low
CTCF,CPNE8,Low
CTCF,hsa-miR-4530,Low
CTCF,CPT1C,Low
CTCF,hsa-miR-4529-5p,Low
CTCF,CPS1-IT1,Low
CTCF,hsa-miR-4529-3p,Low
CTCF,CPT1A,Low
CTCF,hsa-miR-1288,Low
CTCF,CELF5,Low
CTCF,hsa-miR-4528,Low
CTCF,CELSR3,Low
CTCF,hsa-miR-4524b-5p,Low
CTCF,CENPA,Low
CTCF,hsa-miR-4524b-3p,Low
CTCF,CISD3,Low
CTCF,hsa-miR-4523,Low
CTCF,DACT3,Low
CTCF,hsa-miR-4522,Low
CTCF,CNP,Low
CTCF,hsa-miR-4521,Low
CTCF,COL22A1,Low
CTCF,hsa-miR-4520b-5p,Low
CTCF,DET1,Low
CTCF,hsa-miR-1301,Low
CTCF,TSC22D4,Low
CTCF,hsa-miR-4520b-3p,Low
CTCF,ELN,Low
CTCF,hsa-miR-4520a-5p,Low
CTCF,TDRD7,Low
CTCF,hsa-miR-4520a-3p,Low
CTCF,COL27A1,Low
CTCF,hsa-miR-1304-5p,Low
CTCF,CORIN,Low
CTCF,hsa-miR-452-5p,Low
CTCF,COX4I2,Low
CTCF,hsa-miR-452-3p,Low
CTCF,CORO2B,Low
CTCF,hsa-miR-451b,Low
CTCF,COX14,Low
CTCF,hsa-miR-130a-5p,Low
CTCF,COTL1,Low
CTCF,hsa-miR-451a,Low
CTCF,COL4A2-AS1,Low
CTCF,hsa-miR-4519,Low
CTCF,COPE,Low
CTCF,hsa-miR-4518,Low
CTCF,COQ10B,Low
CTCF,hsa-miR-4517,Low
CTCF,COMT,Low
CTCF,hsa-miR-4516,Low
CTCF,COMTD1,Low
CTCF,hsa-miR-4514,Low
CTCF,CNPPD1,Low
CTCF,hsa-miR-4513,Low
CTCF,COG6,Low
CTCF,hsa-miR-1343,Low
CTCF,COL19A1,Low
CTCF,hsa-miR-4512,Low
CTCF,COL20A1,Low
CTCF,hsa-miR-4510,Low
CTCF,COL21A1,Low
CTCF,hsa-miR-450b-5p,Low
CTCF,COIL,Low
CTCF,hsa-miR-450b-3p,Low
CTCF,COL16A1,Low
CTCF,hsa-miR-450a-5p,Low
CTCF,COL18A1,Low
CTCF,hsa-miR-670,Low
CTCF,COL12A1,Low
CTCF,hsa-miR-4509,Low
CTCF,COL14A1,Low
CTCF,hsa-miR-4507,Low
CTCF,CNPY1,Low
CTCF,hsa-miR-4505,Low
CTCF,COBLL1,Low
CTCF,hsa-miR-4504,Low
CTCF,COG2,Low
CTCF,hsa-miR-4503,Low
CTCF,COCH,Low
CTCF,hsa-miR-4501,Low
